1,4-alpha-glucan branching enzyme 1	GBE1	GLGB_HUMAN
""	Lhfpl3	A0A0G2JEN1_MOUSE
""	Lhfpl3	A0A0G2JGI3_MOUSE
""	Lhfpl3	LHPL3_MOUSE
""	Lhfpl4	LHPL4_MOUSE
""	Lhfpl5	B2RWL4_MOUSE
""	Lhfpl5	LHPL5_MOUSE
""	Lhpp	A0A1B0GR73_MOUSE
""	Lhpp	LHPP_MOUSE
""	Lhpp	LHPP_MOUSE
""	Lhx1	A0A087WNK8_MOUSE
""	Lhx1	LHX1_MOUSE
""	Lhx1	Q3URX6_MOUSE
""	Lhx2	F6Z9H5_MOUSE
""	Lhx2	H3BKI3_MOUSE
""	Lhx2	LHX2_MOUSE
""	Lhx3	A2ALD8_MOUSE
""	Lhx3	LHX3_MOUSE
""	Lhx3	LHX3_MOUSE
""	Lhx3	Q8C8F2_MOUSE
""	Lhx4	LHX4_MOUSE
""	Lhx5	LHX5_MOUSE
""	Lhx6	E9QN32_MOUSE
""	Lhx6	H9H9T0_MOUSE
""	Lhx6	LHX6_MOUSE
""	Lhx6	LHX6_MOUSE
""	Lhx6	Q8C1U0_MOUSE
""	Lhx8	H3BJ54_MOUSE
""	Lhx8	LHX8_MOUSE
""	Lhx8	Q3TVH4_MOUSE
""	Lhx9	A0A0A6YY42_MOUSE
""	Lhx9	LHX9_MOUSE
""	Lhx9	LHX9_MOUSE
""	Lhx9	LHX9_MOUSE
""	Lhx9	LHX9_MOUSE
""	Lias	A0A0M3HEP3_MOUSE
""	Lias	LIAS_MOUSE
""	Lias	Q8CCZ4_MOUSE
""	Lif	F8WH42_MOUSE
""	Lif	LIF_MOUSE
""	Lif	Q3U1H5_MOUSE
""	Lifr	LIFR_MOUSE
""	Lifr	LIFR_MOUSE
""	Lifr	Q3U234_MOUSE
""	Lifr	Q3UKU5_MOUSE
""	Lig1	DNLI1_MOUSE
""	Lig1	Q3U4X8_MOUSE
""	Lig1	Q8R055_MOUSE
""	Lig3	B1AT03_MOUSE
""	Lig3	DNLI3_MOUSE
""	Lig3	DNLI3_MOUSE
""	Lig3	K4DI59_MOUSE
""	Lig3	Q3TJN5_MOUSE
""	Lig3	Q3U0I5_MOUSE
""	Lig3	Q3U1F0_MOUSE
""	Lig3	Q3UC82_MOUSE
""	Lig3	Q80ZH7_MOUSE
""	Lig4	DNLI4_MOUSE
""	Lig4	Q8BTF5_MOUSE
""	Lilra5	D3Z7A9_MOUSE
""	Lilra6	A0A0B4J1F3_MOUSE
""	Lilra6	A0A0U1RP96_MOUSE
""	Lilra6	A2NTK0_MOUSE
""	Lilra6	E9Q6M9_MOUSE
""	Lilra6	Q8C6N7_MOUSE
""	Lilrb4a	A0A1W2P6F1_MOUSE
""	Lilrb4a	A0A1W2P7B2_MOUSE
""	Lilrb4a	LIRB4_MOUSE
""	Lilrb4a	LIRB4_MOUSE
""	Lilrb4b	A0A1W2P6Y5_MOUSE
""	Lilrb4b	A0A1W2P783_MOUSE
""	Lilrb4b	A0A1W2P7F3_MOUSE
""	Lilrb4b	GP49A_MOUSE
""	Lim2	LMIP_MOUSE
""	Lim2	Q3ULB9_MOUSE
""	Lim2	Q569M6_MOUSE
""	Lima1	LIMA1_MOUSE
""	Lima1	LIMA1_MOUSE
""	Lima1	Q8BT15_MOUSE
""	Lima1	Q8C3R7_MOUSE
""	Lima1	Q8C7S2_MOUSE
""	Lima1	Q8CD09_MOUSE
""	Limch1	A0A571BG24_MOUSE
""	Limch1	A0A5F8MPN3_MOUSE
""	Limch1	D3YU22_MOUSE
""	Limch1	D3Z589_MOUSE
""	Limch1	D6RHT2_MOUSE
""	Limch1	LIMC1_MOUSE
""	Limch1	LIMC1_MOUSE
""	Limch1	LIMC1_MOUSE
""	Limd1	LIMD1_MOUSE
""	Limd2	LIMD2_MOUSE
""	Lime1	A2AU24_MOUSE
""	Lime1	LIME1_MOUSE
""	Lime1	Q3T9B9_MOUSE
""	Limk1	E9PVB6_MOUSE
""	Limk1	LIMK1_MOUSE
""	Limk1	Q3TDI9_MOUSE
""	Limk1	Q3UR47_MOUSE
""	Limk1	Q3UTQ4_MOUSE
""	Limk2	LIMK2_MOUSE
""	Limk2	LIMK2_MOUSE
""	Limk2	LIMK2_MOUSE
""	Limk2	Q5NC03_MOUSE
""	Lims1	A0A0R4J005_MOUSE
""	Lims1	A0A5F8MPJ3_MOUSE
""	Lims1	A8CVP1_MOUSE
""	Lims1	A8CVP4_MOUSE
""	Lims1	E9QP62_MOUSE
""	Lims1	LIMS1_MOUSE
""	Lims1	Q4ZJB3_MOUSE
""	Lims1	Q9D7B2_MOUSE
""	Lims2	A0A286YD07_MOUSE
""	Lims2	LIMS2_MOUSE
""	Lin28a	LN28A_MOUSE
""	Lin28b	LN28B_MOUSE
""	Lin28b	LN28B_MOUSE
""	Lin28b	LN28B_MOUSE
""	Lin28b	LN28B_MOUSE
""	Lin37	E9Q0Q9_MOUSE
""	Lin37	LIN37_MOUSE
""	Lin37	Q91WQ7_MOUSE
""	Lin52	LIN52_MOUSE
""	Lin54	B7ZN58_MOUSE
""	Lin54	LIN54_MOUSE
""	Lin54	LIN54_MOUSE
""	Lin54	LIN54_MOUSE
""	Lin7a	LIN7A_MOUSE
""	Lin7a	Q3TUM0_MOUSE
""	Lin7b	LIN7B_MOUSE
""	Lin7c	LIN7C_MOUSE
""	Lin7c	Q3UX93_MOUSE
""	Lin7c	Q99KF6_MOUSE
""	Lin9	A0A0A6YVZ7_MOUSE
""	Lin9	A0A0A6YWF7_MOUSE
""	Lin9	LIN9_MOUSE
""	Lin9	LIN9_MOUSE
""	Lin9	LIN9_MOUSE
""	Lingo1	A9DA50_MOUSE
""	Lingo1	LIGO1_MOUSE
""	Lingo2	B7ZN36_MOUSE
""	Lingo2	LIGO2_MOUSE
""	Lingo3	LIGO3_MOUSE
""	Lingo4	A0A0R4J0Q7_MOUSE
""	Lingo4	LIGO4_MOUSE
""	Lins1	D6RFA2_MOUSE
""	Lins1	LINES_MOUSE
""	Lins1	LINES_MOUSE
""	Lins1	LINES_MOUSE
""	Lins1	Q8BRI6_MOUSE
""	Lipa	LICH_MOUSE
""	Lipa	Q3TEL5_MOUSE
""	Lipa	Q6PDR1_MOUSE
""	Lipc	LIPC_MOUSE
""	Lipc	Q3TYU0_MOUSE
""	Lipe	E9Q4M2_MOUSE
""	Lipe	LIPS_MOUSE
""	Lipe	LIPS_MOUSE
""	Lipe	Q9D4C4_MOUSE
""	Lipf	LIPG_MOUSE
""	Lipg	LIPE_MOUSE
""	Lipg	Q3TA44_MOUSE
""	Lipg	Q3U5K0_MOUSE
""	Lipg	Q3U807_MOUSE
""	Liph	A0A338P6M6_MOUSE
""	Liph	LIPH_MOUSE
""	Liph	LIPH_MOUSE
""	Liph	LIPH_MOUSE
""	Lipi	F6YQT7_MOUSE
""	Lipi	Q8BVB7_MOUSE
""	Lipk	A0A286YDS6_MOUSE
""	Lipk	LIPK_MOUSE
""	Lipk	LIPK_MOUSE
""	Lipm	LIPM_MOUSE
""	Lipn	D6RJJ5_MOUSE
""	Lipn	LIPN_MOUSE
""	Lipn	Q9D7R3_MOUSE
""	Lipo1	F6WYC8_MOUSE
""	Lipo2	D3YY49_MOUSE
""	Lipo3	Q3TD80_MOUSE
""	Lipo3	Q3UT41_MOUSE
""	Lipo3	Q3UXH6_MOUSE
""	Lipo3	Q7TT08_MOUSE
""	Lipo4	F6RR30_MOUSE
""	Lipt1	LIPT_MOUSE
""	Lipt1	Q8C894_MOUSE
""	Lipt2	LIPT2_MOUSE
""	Litaf	LITAF_MOUSE
""	Lix1	LIX1_MOUSE
""	Lix1	Q3TSN5_MOUSE
""	Lix1l	G3X9C8_MOUSE
""	Lix1l	LIX1L_MOUSE
""	Lkaaear1	LKAM1_MOUSE
""	Llcfc1	LCFC1_MOUSE
""	Llgl1	A0A0R4J0S4_MOUSE
""	Llgl1	L2GL1_MOUSE
""	Llgl2	J3QJU5_MOUSE
""	Llgl2	L2GL2_MOUSE
""	Llph	A0A1W2P865_MOUSE
""	Llph	LLPH_MOUSE
""	Llph	LLPH_MOUSE
""	Lman1	LMAN1_MOUSE
""	Lman1	Q3U944_MOUSE
""	Lman1l	LMA1L_MOUSE
""	Lman1l	LMA1L_MOUSE
""	Lman2	LMAN2_MOUSE
""	Lman2l	D3Z4P2_MOUSE
""	Lman2l	J3QNZ7_MOUSE
""	Lman2l	J3QPK9_MOUSE
""	Lman2l	LMA2L_MOUSE
""	Lman2l	Q05CD1_MOUSE
""	Lmbr1	A0A0G2JFU9_MOUSE
""	Lmbr1	A0A0G2JFX9_MOUSE
""	Lmbr1	J3QM78_MOUSE
""	Lmbr1	LMBR1_MOUSE
""	Lmbr1	LMBR1_MOUSE
""	Lmbr1	LMBR1_MOUSE
""	Lmbr1	Q8BMZ2_MOUSE
""	Lmbr1l	LMBRL_MOUSE
""	Lmbr1l	LMBRL_MOUSE
""	Lmbrd1	A0A087WS60_MOUSE
""	Lmbrd1	LMBD1_MOUSE
""	Lmbrd1	LMBD1_MOUSE
""	Lmbrd1	LMBD1_MOUSE
""	Lmbrd2	LMBD2_MOUSE
""	Lmbrd2	LMBD2_MOUSE
""	Lmbrd2	LMBD2_MOUSE
""	Lmcd1	LMCD1_MOUSE
""	Lmcd1	Q8BVZ6_MOUSE
""	Lmf1	D6RDS1_MOUSE
""	Lmf1	F6YC79_MOUSE
""	Lmf1	LMF1_MOUSE
""	Lmf1	LMF1_MOUSE
""	Lmf1	LMF1_MOUSE
""	Lmf1	LMF1_MOUSE
""	Lmf1	Q3T9P8_MOUSE
""	Lmf1	Q3UQQ2_MOUSE
""	Lmf1	Z4YJR1_MOUSE
""	Lmf2	LMF2_MOUSE
""	Lmln	LMLN_MOUSE
""	Lmna	LMNA_MOUSE
""	Lmna	LMNA_MOUSE
""	Lmna	LMNA_MOUSE
""	Lmnb1	LMNB1_MOUSE
""	Lmnb2	A0A0R4J0Q5_MOUSE
""	Lmnb2	LMNB2_MOUSE
""	Lmnb2	LMNB2_MOUSE
""	Lmnb2	Q3V159_MOUSE
""	Lmntd1	E9PY33_MOUSE
""	Lmntd1	E9Q8Y6_MOUSE
""	Lmntd1	LMTD1_MOUSE
""	Lmntd1	Q8BWL2_MOUSE
""	Lmntd2	B7ZMW1_MOUSE
""	Lmntd2	LMTD2_MOUSE
""	Lmo1	A0A140LHX4_MOUSE
""	Lmo1	A0A140LIB4_MOUSE
""	Lmo1	RBTN1_MOUSE
""	Lmo2	A2BHP1_MOUSE
""	Lmo2	A2BHP3_MOUSE
""	Lmo2	A2BHP5_MOUSE
""	Lmo2	RBTN2_MOUSE
""	Lmo3	E0CXD7_MOUSE
""	Lmo3	E9PWI9_MOUSE
""	Lmo3	LMO3_MOUSE
""	Lmo4	A0A0G2JF61_MOUSE
""	Lmo4	LMO4_MOUSE
""	Lmo7	A0T1J8_MOUSE
""	Lmo7	B7ZN52_MOUSE
""	Lmo7	E0CZD8_MOUSE
""	Lmo7	E9PYF4_MOUSE
""	Lmo7	E9PYI7_MOUSE
""	Lmod1	F8VPR1_MOUSE
""	Lmod1	LMOD1_MOUSE
""	Lmod1	Q3V0B5_MOUSE
""	Lmod2	LMOD2_MOUSE
""	Lmod3	LMOD3_MOUSE
""	Lmtk2	LMTK2_MOUSE
""	Lmtk3	A0A0R4J0W7_MOUSE
""	Lmtk3	A0A1B0GSR5_MOUSE
""	Lmtk3	A0A3B2WCD2_MOUSE
""	Lmtk3	LMTK3_MOUSE
""	Lmx1a	LMX1A_MOUSE
""	Lmx1b	A0A0R4J0I7_MOUSE
""	Lmx1b	A0A6I8MWW7_MOUSE
""	Lmx1b	LMX1B_MOUSE
""	Lncpint	Q8K5E3_MOUSE
""	Lnp1	A0A1B0GSK3_MOUSE
""	Lnpep	LCAP_MOUSE
""	Lnpep	Q3TA05_MOUSE
""	Lnpep	Q6NY09_MOUSE
""	Lnpep	Q8BZ14_MOUSE
""	Lnpk	A2ASL8_MOUSE
""	Lnpk	LNP_MOUSE
""	Lnpk	Q3UPJ6_MOUSE
""	Lnx1	A4QPD4_MOUSE
""	Lnx1	D6RHN7_MOUSE
""	Lnx1	E9Q4N3_MOUSE
""	Lnx1	E9Q6Q0_MOUSE
""	Lnx1	LNX1_MOUSE
""	Lnx1	LNX1_MOUSE
""	Lnx1	LNX1_MOUSE
""	Lnx1	Q3UUJ9_MOUSE
""	Lnx2	LNX2_MOUSE
""	Lnx2	Q0VGP5_MOUSE
""	Lnx2	Q148W6_MOUSE
""	Lnx2	Q148W7_MOUSE
""	Lonp1	A0A3B2W834_MOUSE
""	Lonp1	LONM_MOUSE
""	Lonp1	Q3V2D0_MOUSE
""	Lonp2	LONP2_MOUSE
""	Lonp2	LONP2_MOUSE
""	Lonp2	LONP2_MOUSE
""	Lonp2	Q8BK80_MOUSE
""	Lonp2	Q9D1A6_MOUSE
""	Lonrf1	A0A182DWE6_MOUSE
""	Lonrf1	LONF1_MOUSE
""	Lonrf2	B2RT44_MOUSE
""	Lonrf2	F6ZE64_MOUSE
""	Lonrf2	Q9D6F3_MOUSE
""	Lonrf3	LONF3_MOUSE
""	Lor	LORI_MOUSE
""	Lox	LYOX_MOUSE
""	Lox	Q3TLP7_MOUSE
""	Lox	Q3TP83_MOUSE
""	Lox	Q3TWI1_MOUSE
""	Lox	Q3TX90_MOUSE
""	Loxhd1	D3YUR7_MOUSE
""	Loxhd1	F6XPZ0_MOUSE
""	Loxhd1	LOXH1_MOUSE
""	Loxhd1	Q8BI18_MOUSE
""	Loxl1	A0A0R4J0Q4_MOUSE
""	Loxl1	LOXL1_MOUSE
""	Loxl1	Q4QQJ7_MOUSE
""	Loxl1	Q8BP04_MOUSE
""	Loxl2	LOXL2_MOUSE
""	Loxl2	LOXL2_MOUSE
""	Loxl2	Q5PR71_MOUSE
""	Loxl3	E9Q0X7_MOUSE
""	Loxl3	LOXL3_MOUSE
""	Loxl3	Q3UM16_MOUSE
""	Loxl4	E9Q600_MOUSE
""	Loxl4	LOXL4_MOUSE
""	Loxl4	Q6NV59_MOUSE
""	Loxl4	Q8C5D5_MOUSE
""	Loxl4	Q8CEU1_MOUSE
""	Lpar1	LPAR1_MOUSE
""	Lpar1	LPAR1_MOUSE
""	Lpar2	A0A571BEW5_MOUSE
""	Lpar2	LPAR2_MOUSE
""	Lpar2	Q6P290_MOUSE
""	Lpar3	LPAR3_MOUSE
""	Lpar4	LPAR4_MOUSE
""	Lpar5	G3X9K0_MOUSE
""	Lpar5	LPAR5_MOUSE
""	Lpar6	LPAR6_MOUSE
""	Lpcat1	D6RE48_MOUSE
""	Lpcat1	D6RFA8_MOUSE
""	Lpcat1	PCAT1_MOUSE
""	Lpcat1	PCAT1_MOUSE
""	Lpcat1	PCAT1_MOUSE
""	Lpcat2	B2RWR2_MOUSE
""	Lpcat2	PCAT2_MOUSE
""	Lpcat2	PCAT2_MOUSE
""	Lpcat2	PCAT2_MOUSE
""	Lpcat2b	PCT2B_MOUSE
""	Lpcat3	A0A0N4SUM3_MOUSE
""	Lpcat3	MBOA5_MOUSE
""	Lpcat4	LPCT4_MOUSE
""	Lpgat1	E9QL80_MOUSE
""	Lpgat1	LGAT1_MOUSE
""	Lpin1	A0A1Y7VLN4_MOUSE
""	Lpin1	A0A5F8MPG1_MOUSE
""	Lpin1	A0A5F8MQ53_MOUSE
""	Lpin1	E9QKQ5_MOUSE
""	Lpin1	LPIN1_MOUSE
""	Lpin1	LPIN1_MOUSE
""	Lpin1	Q3U3C3_MOUSE
""	Lpin1	Q80XT6_MOUSE
""	Lpin1	Q8CD95_MOUSE
""	Lpin2	D6RH34_MOUSE
""	Lpin2	E9PWN0_MOUSE
""	Lpin2	LPIN2_MOUSE
""	Lpin2	LPIN2_MOUSE
""	Lpin2	Q3UWC4_MOUSE
""	Lpin3	A2A4B1_MOUSE
""	Lpin3	A2A4B3_MOUSE
""	Lpin3	LPIN3_MOUSE
""	Lpin3	Q8CC87_MOUSE
""	Lpl	Q3U5U0_MOUSE
""	Lpl	Q3U6S8_MOUSE
""	Lpl	Q3U715_MOUSE
""	Lpl	Q3U784_MOUSE
""	Lpl	Q3U841_MOUSE
""	Lpl	Q3UAX2_MOUSE
""	Lpl	Q3UB54_MOUSE
""	Lpl	Q3UB98_MOUSE
""	Lpl	Q3UBE9_MOUSE
""	Lpl	Q3UC44_MOUSE
""	Lpl	Q3UC81_MOUSE
""	Lpl	Q3UCD4_MOUSE
""	Lpl	Q3UCH4_MOUSE
""	Lpl	Q3UCZ2_MOUSE
""	Lpl	Q4FJQ8_MOUSE
""	Lpl	Q8C562_MOUSE
""	Lpo	Q5SW46_MOUSE
""	Lpo	Q91WA0_MOUSE
""	Lpp	A0A338P705_MOUSE
""	Lpp	LPP_MOUSE
""	Lpp	LPP_MOUSE
""	Lpp	LPP_MOUSE
""	Lpp	LPP_MOUSE
""	Lpp	LPP_MOUSE
""	Lpp	Q8C3I4_MOUSE
""	Lpxn	A0A494B990_MOUSE
""	Lpxn	LPXN_MOUSE
""	Lpxn	Q8R355_MOUSE
""	Lrat	LRAT_MOUSE
""	Lratd1	A0A0R4J012_MOUSE
""	Lratd1	LRAT1_MOUSE
""	Lratd2	D3YXJ5_MOUSE
""	Lratd2	Q8C775_MOUSE
""	Lrba	A0A0A6YXL6_MOUSE
""	Lrba	A0A0A6YXX3_MOUSE
""	Lrba	E9Q3Y4_MOUSE
""	Lrba	LRBA_MOUSE
""	Lrba	LRBA_MOUSE
""	Lrba	LRBA_MOUSE
""	Lrba	Q8BSM6_MOUSE
""	Lrch1	A0A2I3BQ16_MOUSE
""	Lrch1	A0A6I8MX29_MOUSE
""	Lrch1	LRCH1_MOUSE
""	Lrch1	Q3TSP9_MOUSE
""	Lrch1	Q3TU90_MOUSE
""	Lrch1	Q3UWY4_MOUSE
""	Lrch2	LRCH2_MOUSE
""	Lrch2	LRCH2_MOUSE
""	Lrch2	LRCH2_MOUSE
""	Lrch3	B2RXP1_MOUSE
""	Lrch3	B7ZWM8_MOUSE
""	Lrch3	E9Q0H5_MOUSE
""	Lrch3	E9Q892_MOUSE
""	Lrch3	E9QAU9_MOUSE
""	Lrch3	LRCH3_MOUSE
""	Lrch4	H3BIX9_MOUSE
""	Lrch4	H3BJU9_MOUSE
""	Lrch4	H3BLB4_MOUSE
""	Lrch4	H3BLL3_MOUSE
""	Lrch4	LRCH4_MOUSE
""	Lrcol1	A0A087WQC1_MOUSE
""	Lrcol1	A0A087WQJ6_MOUSE
""	Lrcol1	LRCL1_MOUSE
""	Lrcol1	LRCL1_MOUSE
""	Lrfn1	LRFN1_MOUSE
""	Lrfn1	LRFN1_MOUSE
""	Lrfn1	LRFN1_MOUSE
""	Lrfn2	LRFN2_MOUSE
""	Lrfn2	Q14AX0_MOUSE
""	Lrfn3	LRFN3_MOUSE
""	Lrfn4	LRFN4_MOUSE
""	Lrfn5	LRFN5_MOUSE
""	Lrfn5	LRFN5_MOUSE
""	Lrg1	Q91XL1_MOUSE
""	Lrguk	A0A2I3BQA5_MOUSE
""	Lrguk	LRGUK_MOUSE
""	Lrguk	Q8BR18_MOUSE
""	Lrif1	G3X9P5_MOUSE
""	Lrif1	G5E8M8_MOUSE
""	Lrif1	LRIF1_MOUSE
""	Lrif1	LRIF1_MOUSE
""	Lrif1	Q149J1_MOUSE
""	Lrig1	B7ZP45_MOUSE
""	Lrig1	LRIG1_MOUSE
""	Lrig2	B2RRI5_MOUSE
""	Lrig2	LRIG2_MOUSE
""	Lrig2	LRIG2_MOUSE
""	Lrig3	LRIG3_MOUSE
""	Lrig3	Q3UXP7_MOUSE
""	Lrit1	LRIT1_MOUSE
""	Lrit2	LRIT2_MOUSE
""	Lrit3	J3QNQ8_MOUSE
""	Lrit3	LRIT3_MOUSE
""	Lrmda	E0CY73_MOUSE
""	Lrmda	E0CZ28_MOUSE
""	Lrmda	LRMDA_MOUSE
""	Lrp1	A0A0R4J0I9_MOUSE
""	Lrp1	D3Z5M3_MOUSE
""	Lrp1	LRP1_MOUSE
""	Lrp1	Q3U5J2_MOUSE
""	Lrp10	LRP10_MOUSE
""	Lrp11	D3Z2B1_MOUSE
""	Lrp11	LRP11_MOUSE
""	Lrp12	A0A2I3BQR2_MOUSE
""	Lrp12	LRP12_MOUSE
""	Lrp12	LRP12_MOUSE
""	Lrp1b	A0A087WPQ4_MOUSE
""	Lrp1b	A0A0N4SV53_MOUSE
""	Lrp1b	A0A0N4SVC8_MOUSE
""	Lrp1b	A2API5_MOUSE
""	Lrp1b	E9Q202_MOUSE
""	Lrp1b	LRP1B_MOUSE
""	Lrp1b	Q3UWT4_MOUSE
""	Lrp1b	Q6P220_MOUSE
""	Lrp2	A2ARV5_MOUSE
""	Lrp2	LRP2_MOUSE
""	Lrp2	Q3V346_MOUSE
""	Lrp2bp	G5E8E5_MOUSE
""	Lrp2bp	H3BK12_MOUSE
""	Lrp2bp	LR2BP_MOUSE
""	Lrp2bp	LR2BP_MOUSE
""	Lrp3	E9Q1T6_MOUSE
""	Lrp3	E9Q711_MOUSE
""	Lrp3	Q3UEU3_MOUSE
""	Lrp3	Q52KH0_MOUSE
""	Lrp4	LRP4_MOUSE
""	Lrp4	LRP4_MOUSE
""	Lrp5	H3BJH0_MOUSE
""	Lrp5	H3BL52_MOUSE
""	Lrp5	LRP5_MOUSE
""	Lrp5	Q3UI55_MOUSE
""	Lrp6	A0A0R4J0A9_MOUSE
""	Lrp6	LRP6_MOUSE
""	Lrp8	A0A571BE60_MOUSE
""	Lrp8	A0A571BE80_MOUSE
""	Lrp8	A0A571BEC8_MOUSE
""	Lrp8	B1AXJ4_MOUSE
""	Lrp8	B1AXJ5_MOUSE
""	Lrp8	B1AXJ6_MOUSE
""	Lrp8	F6YZZ8_MOUSE
""	Lrp8	LRP8_MOUSE
""	Lrp8	LRP8_MOUSE
""	Lrp8os1	Q9D2I8_MOUSE
""	Lrp8os2	Q3USS5_MOUSE
""	Lrpap1	A0A1S6GWI9_MOUSE
""	Lrpap1	AMRP_MOUSE
""	Lrpap1	Q3TL96_MOUSE
""	Lrpap1	Q6ZY49_MOUSE
""	Lrpap1	Q8C252_MOUSE
""	Lrpprc	LPPRC_MOUSE
""	Lrpprc	Q99KF9_MOUSE
""	Lrr1	D3YY91_MOUSE
""	Lrr1	Q9CWS7_MOUSE
""	Lrrc1	G3X9W3_MOUSE
""	Lrrc1	LRRC1_MOUSE
""	Lrrc1	LRRC1_MOUSE
""	Lrrc1	LRRC1_MOUSE
""	Lrrc10	LRC10_MOUSE
""	Lrrc10	Q3UQT4_MOUSE
""	Lrrc10b	G3XA50_MOUSE
""	Lrrc14	D6REG8_MOUSE
""	Lrrc14	LRC14_MOUSE
""	Lrrc14	Q6VB43_MOUSE
""	Lrrc14	Q80WK4_MOUSE
""	Lrrc14	Q8BKB4_MOUSE
""	Lrrc14	Q8BXE4_MOUSE
""	Lrrc14b	LR14B_MOUSE
""	Lrrc15	LRC15_MOUSE
""	Lrrc15	Q9D3K0_MOUSE
""	Lrrc17	LRC17_MOUSE
""	Lrrc18	D3Z3F9_MOUSE
""	Lrrc18	LRC18_MOUSE
""	Lrrc18	LRC18_MOUSE
""	Lrrc19	LRC19_MOUSE
""	Lrrc2	A0A0R4J0F2_MOUSE
""	Lrrc2	LRRC2_MOUSE
""	Lrrc20	LRC20_MOUSE
""	Lrrc23	LRC23_MOUSE
""	Lrrc24	LRC24_MOUSE
""	Lrrc25	LRC25_MOUSE
""	Lrrc26	LRC26_MOUSE
""	Lrrc27	D3Z4R3_MOUSE
""	Lrrc27	LRC27_MOUSE
""	Lrrc28	A0A087WQI4_MOUSE
""	Lrrc28	LRC28_MOUSE
""	Lrrc28	Q8BVY5_MOUSE
""	Lrrc28	Q8BWS3_MOUSE
""	Lrrc28	Q8C1S3_MOUSE
""	Lrrc28	Q9D7Y1_MOUSE
""	Lrrc29	A0A1B0GQY9_MOUSE
""	Lrrc29	A0A1B0GR77_MOUSE
""	Lrrc29	F6SF53_MOUSE
""	Lrrc29	Q8K020_MOUSE
""	Lrrc3	LRRC3_MOUSE
""	Lrrc30	B2RVX0_MOUSE
""	Lrrc30	LRC30_MOUSE
""	Lrrc31	D3YY33_MOUSE
""	Lrrc32	LRC32_MOUSE
""	Lrrc34	LRC34_MOUSE
""	Lrrc36	A0A1L1SRB0_MOUSE
""	Lrrc36	B7ZWL7_MOUSE
""	Lrrc36	F8WI85_MOUSE
""	Lrrc36	LRC36_MOUSE
""	Lrrc36	LRC36_MOUSE
""	Lrrc37a	B1AWG4_MOUSE
""	Lrrc38	LRC38_MOUSE
""	Lrrc39	LRC39_MOUSE
""	Lrrc39	Q9D8D7_MOUSE
""	Lrrc3b	LRC3B_MOUSE
""	Lrrc3c	A0A1B0GRI5_MOUSE
""	Lrrc4	E9PUX8_MOUSE
""	Lrrc4	LRRC4_MOUSE
""	Lrrc4	Q149E6_MOUSE
""	Lrrc40	A0A0R4J0W6_MOUSE
""	Lrrc40	D6RFC5_MOUSE
""	Lrrc40	D6RHB1_MOUSE
""	Lrrc40	LRC40_MOUSE
""	Lrrc40	Q78KN5_MOUSE
""	Lrrc41	LRC41_MOUSE
""	Lrrc42	LRC42_MOUSE
""	Lrrc42	Q3UP21_MOUSE
""	Lrrc43	A0A0G2JGK7_MOUSE
""	Lrrc43	B9EKH4_MOUSE
""	Lrrc43	LRC43_MOUSE
""	Lrrc43	LRC43_MOUSE
""	Lrrc45	E9PVE2_MOUSE
""	Lrrc45	LRC45_MOUSE
""	Lrrc46	LRC46_MOUSE
""	Lrrc47	E9PV22_MOUSE
""	Lrrc47	LRC47_MOUSE
""	Lrrc49	D3YUD9_MOUSE
""	Lrrc49	D3YWN5_MOUSE
""	Lrrc49	D6RIL3_MOUSE
""	Lrrc49	E9Q8C9_MOUSE
""	Lrrc49	E9QM16_MOUSE
""	Lrrc49	G5E8R5_MOUSE
""	Lrrc49	LRC49_MOUSE
""	Lrrc49	LRC49_MOUSE
""	Lrrc49	LRC49_MOUSE
""	Lrrc4b	LRC4B_MOUSE
""	Lrrc4c	LRC4C_MOUSE
""	Lrrc51	D3YVA6_MOUSE
""	Lrrc51	D3YVB2_MOUSE
""	Lrrc51	G5E8I1_MOUSE
""	Lrrc51	LRC51_MOUSE
""	Lrrc51	LRC51_MOUSE
""	Lrrc52	LRC52_MOUSE
""	Lrrc55	A0A3B2WBQ3_MOUSE
""	Lrrc55	B9EIX5_MOUSE
""	Lrrc55	LRC55_MOUSE
""	Lrrc56	A0A1B0GS06_MOUSE
""	Lrrc56	LRC56_MOUSE
""	Lrrc56	Q8BMW2_MOUSE
""	Lrrc57	LRC57_MOUSE
""	Lrrc57	Q8JZX5_MOUSE
""	Lrrc58	LRC58_MOUSE
""	Lrrc58	Q8BTI3_MOUSE
""	Lrrc59	LRC59_MOUSE
""	Lrrc59	Q3TF84_MOUSE
""	Lrrc6	DAA11_MOUSE
""	Lrrc61	A0A0R4J1J6_MOUSE
""	Lrrc61	LRC61_MOUSE
""	Lrrc63	G3X8V0_MOUSE
""	Lrrc63	LRC63_MOUSE
""	Lrrc66	LRC66_MOUSE
""	Lrrc69	LRC69_MOUSE
""	Lrrc7	A0A0G2JDT9_MOUSE
""	Lrrc7	A0A571BEA5_MOUSE
""	Lrrc7	B9EHV0_MOUSE
""	Lrrc7	E9Q6L9_MOUSE
""	Lrrc7	LRRC7_MOUSE
""	Lrrc70	Q3TPK5_MOUSE
""	Lrrc70	Q8C2M7_MOUSE
""	Lrrc71	LRC71_MOUSE
""	Lrrc72	A0A1Y7VMI0_MOUSE
""	Lrrc72	Q9D9C3_MOUSE
""	Lrrc73	A0A3B2W7N5_MOUSE
""	Lrrc73	B2RWC4_MOUSE
